0,1,2,3,4,5,6
广东省,2010,潮州,,3,广东省潮州,"[116.6205482, 23.6566146]"
广东省,2010,潮州市,市辖区,1,广东省潮州市市辖区,"[116.6205482, 23.6566146]"
广东省,2010,潮州市,潮安县,2,广东省潮州市潮安县,"[116.6205482, 23.6566146]"
广东省,2010,潮州市,饶平县,5,广东省潮州市饶平县,"[116.928126, 23.7144941]"
广东省,2011,潮州市,市辖区,1,广东省潮州市市辖区,"[116.928126, 23.7144941]"
广东省,2011,潮州市,湘桥区,1,广东省潮州市湘桥区,"[116.928126, 23.7144941]"
广东省,2011,潮州市,潮安县,2,广东省潮州市潮安县,"[116.928126, 23.7144941]"
广东省,2011,潮州市,饶平县,2,广东省潮州市饶平县,"[116.928126, 23.7144941]"
广东省,2012,潮州市,市辖区,4,广东省潮州市市辖区,"[116.928126, 23.7144941]"
广东省,2012,潮州市,湘桥区,1,广东省潮州市湘桥区,"[116.928126, 23.7144941]"
广东省,2012,潮州市,潮安县,4,广东省潮州市潮安县,"[116.928126, 23.7144941]"
广东省,2012,潮州市,饶平县,168,广东省潮州市饶平县,"[116.928126, 23.7144941]"
广东省,2013,潮州市,市辖区,53,广东省潮州市市辖区,"[116.928126, 23.7144941]"
广东省,2013,潮州市,枫溪区,9,广东省潮州市枫溪区,"[116.928126, 23.7144941]"
广东省,2013,潮州市,湘桥区,62,广东省潮州市湘桥区,"[116.928126, 23.7144941]"
广东省,2013,潮州市,潮安县,191,广东省潮州市潮安县,"[116.928126, 23.7144941]"
广东省,2013,潮州市,饶平县,3716,广东省潮州市饶平县,"[116.928126, 23.7144941]"
广东省,2014,潮州市,市辖区,274,广东省潮州市市辖区,"[116.928126, 23.7144941]"
广东省,2014,潮州市,枫溪区,27,广东省潮州市枫溪区,"[116.928126, 23.7144941]"
广东省,2014,潮州市,湘桥区,373,广东省潮州市湘桥区,"[116.928126, 23.7144941]"
广东省,2014,潮州市,潮安县,959,广东省潮州市潮安县,"[116.928126, 23.7144941]"
广东省,2014,潮州市,饶平县,4534,广东省潮州市饶平县,"[116.928126, 23.7144941]"
广东省,2015,潮州市,市辖区,382,广东省潮州市市辖区,"[116.928126, 23.7144941]"
广东省,2015,潮州市,枫溪区,41,广东省潮州市枫溪区,"[116.928126, 23.7144941]"
广东省,2015,潮州市,湘桥区,357,广东省潮州市湘桥区,"[116.928126, 23.7144941]"
广东省,2015,潮州市,潮安县,551,广东省潮州市潮安县,"[116.928126, 23.7144941]"
广东省,2015,潮州市,饶平县,3577,广东省潮州市饶平县,"[116.928126, 23.7144941]"
广东省,2016,潮州市,市辖区,317,广东省潮州市市辖区,"[116.928126, 23.7144941]"
广东省,2016,潮州市,枫溪区,25,广东省潮州市枫溪区,"[116.928126, 23.7144941]"
广东省,2016,潮州市,湘桥区,385,广东省潮州市湘桥区,"[116.928126, 23.7144941]"
广东省,2016,潮州市,潮安县,315,广东省潮州市潮安县,"[116.928126, 23.7144941]"
广东省,2016,潮州市,饶平县,3432,广东省潮州市饶平县,"[116.928126, 23.7144941]"
广东省,2010,海珠,,15,广东省海珠,"[116.928126, 23.7144941]"
广东省,2010,河源,,8,广东省河源,"[114.692015, 23.7379776]"
广东省,2010,河源市,东源县,3,广东省河源市东源县,"[114.692015, 23.7379776]"
广东省,2010,河源市,和平县,5,广东省河源市和平县,"[114.9646351, 24.459841]"
广东省,2010,河源市,市辖区,2,广东省河源市市辖区,"[114.4075384, 23.8553256]"
广东省,2010,河源市,源城区,1,广东省河源市源城区,"[114.4075384, 23.8553256]"
广东省,2010,河源市,紫金县,3,广东省河源市紫金县,"[114.4075384, 23.8553256]"
广东省,2010,河源市,连平县,3,广东省河源市连平县,"[114.4075384, 23.8553256]"
广东省,2010,河源市,龙川县,8,广东省河源市龙川县,"[115.2325333, 24.1147587]"
广东省,2011,河源市,东源县,1,广东省河源市东源县,"[115.2325333, 24.1147587]"
广东省,2011,河源市,和平县,2,广东省河源市和平县,"[114.9646351, 24.459841]"
广东省,2011,河源市,市辖区,4,广东省河源市市辖区,"[114.4075384, 23.8553256]"
广东省,2011,河源市,源城区,2,广东省河源市源城区,"[114.4075384, 23.8553256]"
广东省,2011,河源市,紫金县,2,广东省河源市紫金县,"[114.4075384, 23.8553256]"
广东省,2011,河源市,连平县,4,广东省河源市连平县,"[114.4075384, 23.8553256]"
广东省,2011,河源市,龙川县,5,广东省河源市龙川县,"[115.2325333, 24.1147587]"
广东省,2012,河源市,东源县,10,广东省河源市东源县,"[115.2325333, 24.1147587]"
广东省,2012,河源市,和平县,1,广东省河源市和平县,"[114.9646351, 24.459841]"
广东省,2012,河源市,市辖区,7,广东省河源市市辖区,"[114.4075384, 23.8553256]"
广东省,2012,河源市,源城区,7,广东省河源市源城区,"[114.4075384, 23.8553256]"
广东省,2012,河源市,紫金县,150,广东省河源市紫金县,"[114.4075384, 23.8553256]"
广东省,2012,河源市,连平县,4,广东省河源市连平县,"[114.4075384, 23.8553256]"
广东省,2012,河源市,龙川县,11,广东省河源市龙川县,"[115.2325333, 24.1147587]"
广东省,2013,河源市,东源县,368,广东省河源市东源县,"[115.2325333, 24.1147587]"
广东省,2013,河源市,和平县,74,广东省河源市和平县,"[114.9646351, 24.459841]"
广东省,2013,河源市,市辖区,64,广东省河源市市辖区,"[114.4075384, 23.8553256]"
广东省,2013,河源市,源城区,91,广东省河源市源城区,"[114.4075384, 23.8553256]"
广东省,2013,河源市,紫金县,1040,广东省河源市紫金县,"[114.4075384, 23.8553256]"
广东省,2013,河源市,连平县,185,广东省河源市连平县,"[114.4075384, 23.8553256]"
广东省,2013,河源市,龙川县,338,广东省河源市龙川县,"[115.2325333, 24.1147587]"
广东省,2014,河源市,东源县,495,广东省河源市东源县,"[115.2325333, 24.1147587]"
广东省,2014,河源市,和平县,153,广东省河源市和平县,"[114.9646351, 24.459841]"
广东省,2014,河源市,市辖区,102,广东省河源市市辖区,"[114.4075384, 23.8553256]"
广东省,2014,河源市,源城区,193,广东省河源市源城区,"[114.4075384, 23.8553256]"
广东省,2014,河源市,紫金县,417,广东省河源市紫金县,"[114.4075384, 23.8553256]"
广东省,2014,河源市,连平县,359,广东省河源市连平县,"[114.4075384, 23.8553256]"
广东省,2014,河源市,龙川县,1087,广东省河源市龙川县,"[115.2325333, 24.1147587]"
广东省,2015,河源市,,1,广东省河源市,"[114.692015, 23.7379776]"
广东省,2015,河源市,东源县,322,广东省河源市东源县,"[114.692015, 23.7379776]"
广东省,2015,河源市,和平县,106,广东省河源市和平县,"[114.9646351, 24.459841]"
广东省,2015,河源市,市辖区,115,广东省河源市市辖区,"[114.4075384, 23.8553256]"
广东省,2015,河源市,源城区,163,广东省河源市源城区,"[114.4075384, 23.8553256]"
广东省,2015,河源市,紫金县,328,广东省河源市紫金县,"[114.4075384, 23.8553256]"
广东省,2015,河源市,连平县,273,广东省河源市连平县,"[114.4075384, 23.8553256]"
广东省,2015,河源市,龙川县,877,广东省河源市龙川县,"[115.2325333, 24.1147587]"
广东省,2016,河源市,,1,广东省河源市,"[114.692015, 23.7379776]"
广东省,2016,河源市,东源县,324,广东省河源市东源县,"[114.692015, 23.7379776]"
广东省,2016,河源市,和平县,79,广东省河源市和平县,"[114.9646351, 24.459841]"
广东省,2016,河源市,市辖区,145,广东省河源市市辖区,"[114.4075384, 23.8553256]"
广东省,2016,河源市,源城区,236,广东省河源市源城区,"[114.4075384, 23.8553256]"
广东省,2016,河源市,紫金县,172,广东省河源市紫金县,"[114.4075384, 23.8553256]"
广东省,2016,河源市,连平县,189,广东省河源市连平县,"[114.4075384, 23.8553256]"
广东省,2016,河源市,龙川县,518,广东省河源市龙川县,"[115.2325333, 24.1147587]"
广东省,2010,澄海,,1,广东省澄海,"[115.2325333, 24.1147587]"
广东省,2010,佛山,,10,广东省佛山,"[113.1146174, 23.0249168]"
广东省,2010,佛山佛冈,,1,广东省佛山佛冈,"[113.1146174, 23.0249168]"
广东省,2010,佛山妇幼,,1,广东省佛山妇幼,"[113.1146174, 23.0249168]"
广东省,2010,佛山市,,2,广东省佛山市,"[113.1146174, 23.0249168]"
广东省,2010,佛山市,三水区,22,广东省佛山市三水区,"[113.1146174, 23.0249168]"
广东省,2010,佛山市,南海区,3253,广东省佛山市南海区,"[113.1146174, 23.0249168]"
广东省,2010,佛山市,市辖区,4,广东省佛山市市辖区,"[113.1146174, 23.0249168]"
广东省,2010,佛山市,禅城区,57,广东省佛山市禅城区,"[113.1146174, 23.0249168]"
广东省,2010,佛山市,顺德区,20,广东省佛山市顺德区,"[113.2892985, 22.8084159]"
广东省,2010,佛山市,高明区,4,广东省佛山市高明区,"[113.2892985, 22.8084159]"
广东省,2010,佛山市妇幼保健院,,1,广东省佛山市妇幼保健院,"[113.2892985, 22.8084159]"
广东省,2010,佛山市第一人民医院,,1,广东省佛山市第一人民医院,"[113.2892985, 22.8084159]"
广东省,2011,佛山市,三水区,20,广东省佛山市三水区,"[113.2892985, 22.8084159]"
广东省,2011,佛山市,南海区,5990,广东省佛山市南海区,"[113.2892985, 22.8084159]"
广东省,2011,佛山市,台山市,1,广东省佛山市台山市,"[113.2892985, 22.8084159]"
广东省,2011,佛山市,市辖区,34,广东省佛山市市辖区,"[113.2892985, 22.8084159]"
广东省,2011,佛山市,禅城区,132,广东省佛山市禅城区,"[113.2892985, 22.8084159]"
广东省,2011,佛山市,顺德区,27,广东省佛山市顺德区,"[113.2892985, 22.8084159]"
广东省,2011,佛山市,高明区,6,广东省佛山市高明区,"[113.2892985, 22.8084159]"
广东省,2012,佛山市,三水区,61,广东省佛山市三水区,"[113.2892985, 22.8084159]"
广东省,2012,佛山市,南海区,8422,广东省佛山市南海区,"[113.2892985, 22.8084159]"
广东省,2012,佛山市,台山市,2,广东省佛山市台山市,"[113.2892985, 22.8084159]"
广东省,2012,佛山市,市辖区,191,广东省佛山市市辖区,"[113.2892985, 22.8084159]"
广东省,2012,佛山市,禅城区,467,广东省佛山市禅城区,"[113.2892985, 22.8084159]"
广东省,2012,佛山市,顺德区,76,广东省佛山市顺德区,"[113.2892985, 22.8084159]"
广东省,2012,佛山市,高明区,61,广东省佛山市高明区,"[113.2892985, 22.8084159]"
广东省,2013,佛山市,,1,广东省佛山市,"[113.1146174, 23.0249168]"
广东省,2013,佛山市,三水区,1063,广东省佛山市三水区,"[113.1146174, 23.0249168]"
广东省,2013,佛山市,南海区,7337,广东省佛山市南海区,"[113.1146174, 23.0249168]"
广东省,2013,佛山市,市辖区,986,广东省佛山市市辖区,"[113.1146174, 23.0249168]"
广东省,2013,佛山市,禅城区,1671,广东省佛山市禅城区,"[113.1146174, 23.0249168]"
广东省,2013,佛山市,顺德区,1534,广东省佛山市顺德区,"[113.2892985, 22.8084159]"
广东省,2013,佛山市,高明区,436,广东省佛山市高明区,"[113.2892985, 22.8084159]"
广东省,2014,佛山市,,1,广东省佛山市,"[113.1146174, 23.0249168]"
广东省,2014,佛山市,三水区,1674,广东省佛山市三水区,"[113.1146174, 23.0249168]"
广东省,2014,佛山市,南海区,5452,广东省佛山市南海区,"[113.1146174, 23.0249168]"
广东省,2014,佛山市,市辖区,1430,广东省佛山市市辖区,"[113.1146174, 23.0249168]"
广东省,2014,佛山市,禅城区,2665,广东省佛山市禅城区,"[113.1146174, 23.0249168]"
广东省,2014,佛山市,顺德区,3861,广东省佛山市顺德区,"[113.2892985, 22.8084159]"
广东省,2014,佛山市,高明区,1106,广东省佛山市高明区,"[113.2892985, 22.8084159]"
广东省,2015,佛山市,三水区,1686,广东省佛山市三水区,"[113.2892985, 22.8084159]"
广东省,2015,佛山市,南海区,4456,广东省佛山市南海区,"[113.2892985, 22.8084159]"
广东省,2015,佛山市,市辖区,1193,广东省佛山市市辖区,"[113.2892985, 22.8084159]"
广东省,2015,佛山市,禅城区,3004,广东省佛山市禅城区,"[113.2892985, 22.8084159]"
广东省,2015,佛山市,顺德区,3968,广东省佛山市顺德区,"[113.2892985, 22.8084159]"
广东省,2015,佛山市,高明区,862,广东省佛山市高明区,"[113.2892985, 22.8084159]"
广东省,2016,佛山市,,4,广东省佛山市,"[113.1146174, 23.0249168]"
广东省,2016,佛山市,三水区,1685,广东省佛山市三水区,"[113.1146174, 23.0249168]"
广东省,2016,佛山市,南海区,4053,广东省佛山市南海区,"[113.1146174, 23.0249168]"
广东省,2016,佛山市,市辖区,1057,广东省佛山市市辖区,"[113.1146174, 23.0249168]"
广东省,2016,佛山市,禅城区,3194,广东省佛山市禅城区,"[113.1146174, 23.0249168]"
广东省,2016,佛山市,顺德区,3767,广东省佛山市顺德区,"[113.2892985, 22.8084159]"
广东省,2016,佛山市,高明区,940,广东省佛山市高明区,"[113.2892985, 22.8084159]"
广东省,2010,始兴,,1,广东省始兴,"[114.0706418, 24.9689603]"
广东省,2010,潮南,,1,广东省潮南,"[116.406181165, 23.17284995]"
广东省,2010,廉江,,1,广东省廉江,"[110.0384997, 21.7285518]"
广东省,2010,茂名,,9,广东省茂名,"[110.9196315, 21.6656562]"
广东省,2010,茂名市,,1,广东省茂名市,"[110.9196315, 21.6656562]"
广东省,2010,茂名市,信宜市,9,广东省茂名市信宜市,"[111.042843, 22.489824]"
广东省,2010,茂名市,化州市,8,广东省茂名市化州市,"[110.500686095, 21.8410427]"
广东省,2010,茂名市,市辖区,1,广东省茂名市市辖区,"[110.500686095, 21.8410427]"
广东省,2010,茂名市,电白县,3,广东省茂名市电白县,"[110.500686095, 21.8410427]"
广东省,2010,茂名市,茂南区,1,广东省茂名市茂南区,"[110.500686095, 21.8410427]"
广东省,2010,茂名市,高州市,3,广东省茂名市高州市,"[110.975618141, 22.0073425]"
广东省,2011,茂名市,信宜市,3,广东省茂名市信宜市,"[111.042843, 22.489824]"
广东省,2011,茂名市,化州市,3,广东省茂名市化州市,"[110.500686095, 21.8410427]"
广东省,2011,茂名市,南雄市,1,广东省茂名市南雄市,"[110.500686095, 21.8410427]"
广东省,2011,茂名市,市辖区,5,广东省茂名市市辖区,"[110.500686095, 21.8410427]"
广东省,2011,茂名市,电白县,3,广东省茂名市电白县,"[110.500686095, 21.8410427]"
广东省,2011,茂名市,茂南区,5,广东省茂名市茂南区,"[110.500686095, 21.8410427]"
广东省,2011,茂名市,高州市,11,广东省茂名市高州市,"[110.975618141, 22.0073425]"
广东省,2012,茂名市,信宜市,1252,广东省茂名市信宜市,"[111.042843, 22.489824]"
广东省,2012,茂名市,化州市,729,广东省茂名市化州市,"[110.500686095, 21.8410427]"
广东省,2012,茂名市,市辖区,36,广东省茂名市市辖区,"[110.500686095, 21.8410427]"
广东省,2012,茂名市,电白县,29,广东省茂名市电白县,"[110.500686095, 21.8410427]"
广东省,2012,茂名市,茂南区,38,广东省茂名市茂南区,"[110.500686095, 21.8410427]"
广东省,2012,茂名市,茂港区,77,广东省茂名市茂港区,"[110.500686095, 21.8410427]"
广东省,2012,茂名市,高州市,4254,广东省茂名市高州市,"[110.975618141, 22.0073425]"
广东省,2013,茂名市,信宜市,4747,广东省茂名市信宜市,"[111.042843, 22.489824]"
广东省,2013,茂名市,化州市,6708,广东省茂名市化州市,"[110.500686095, 21.8410427]"
广东省,2013,茂名市,市辖区,403,广东省茂名市市辖区,"[110.500686095, 21.8410427]"
广东省,2013,茂名市,电白县,2389,广东省茂名市电白县,"[110.500686095, 21.8410427]"
广东省,2013,茂名市,茂南区,1210,广东省茂名市茂南区,"[110.500686095, 21.8410427]"
广东省,2013,茂名市,茂港区,845,广东省茂名市茂港区,"[110.500686095, 21.8410427]"
广东省,2013,茂名市,高州市,9644,广东省茂名市高州市,"[110.975618141, 22.0073425]"
广东省,2014,茂名市,信宜市,4030,广东省茂名市信宜市,"[111.042843, 22.489824]"
广东省,2014,茂名市,化州市,6912,广东省茂名市化州市,"[110.500686095, 21.8410427]"
广东省,2014,茂名市,市辖区,458,广东省茂名市市辖区,"[110.500686095, 21.8410427]"
广东省,2014,茂名市,电白县,2728,广东省茂名市电白县,"[110.500686095, 21.8410427]"
广东省,2014,茂名市,茂南区,1711,广东省茂名市茂南区,"[110.500686095, 21.8410427]"
广东省,2014,茂名市,茂港区,384,广东省茂名市茂港区,"[110.500686095, 21.8410427]"
广东省,2014,茂名市,高州市,9618,广东省茂名市高州市,"[110.975618141, 22.0073425]"
广东省,2015,茂名市,,3,广东省茂名市,"[110.9196315, 21.6656562]"
广东省,2015,茂名市,信宜市,4645,广东省茂名市信宜市,"[111.042843, 22.489824]"
广东省,2015,茂名市,化州市,6306,广东省茂名市化州市,"[110.500686095, 21.8410427]"
广东省,2015,茂名市,市辖区,775,广东省茂名市市辖区,"[110.500686095, 21.8410427]"
广东省,2015,茂名市,电白区,975,广东省茂名市电白区,"[110.500686095, 21.8410427]"
广东省,2015,茂名市,电白县,890,广东省茂名市电白县,"[110.500686095, 21.8410427]"
广东省,2015,茂名市,茂南区,1575,广东省茂名市茂南区,"[110.500686095, 21.8410427]"
广东省,2015,茂名市,茂港区,314,广东省茂名市茂港区,"[110.500686095, 21.8410427]"
广东省,2015,茂名市,高州市,10118,广东省茂名市高州市,"[110.975618141, 22.0073425]"
广东省,2016,茂名市,,3,广东省茂名市,"[110.9196315, 21.6656562]"
广东省,2016,茂名市,信宜市,5749,广东省茂名市信宜市,"[111.042843, 22.489824]"
广东省,2016,茂名市,化州市,5999,广东省茂名市化州市,"[110.500686095, 21.8410427]"
广东省,2016,茂名市,市辖区,1433,广东省茂名市市辖区,"[110.500686095, 21.8410427]"
广东省,2016,茂名市,电白区,3227,广东省茂名市电白区,"[110.500686095, 21.8410427]"
广东省,2016,茂名市,茂南区,3109,广东省茂名市茂南区,"[110.500686095, 21.8410427]"
广东省,2016,茂名市,茂港区,20,广东省茂名市茂港区,"[110.500686095, 21.8410427]"
广东省,2016,茂名市,高州市,12634,广东省茂名市高州市,"[110.975618141, 22.0073425]"
广东省,2010,阳江,,3,广东省阳江,"[111.724952777, 22.09432115]"
广东省,2010,阳江市,,1,广东省阳江市,"[111.724952777, 22.09432115]"
广东省,2010,阳江市,市辖区,2,广东省阳江市市辖区,"[111.724952777, 22.09432115]"
广东省,2010,阳江市,江城区,4,广东省阳江市江城区,"[111.724952777, 22.09432115]"
广东省,2010,阳江市,阳东县,2,广东省阳江市阳东县,"[112.0561249, 22.0203937]"
广东省,2010,阳江市,阳春市,7,广东省阳江市阳春市,"[111.709110989, 22.2659692]"
广东省,2010,阳江市,阳西县,4,广东省阳江市阳西县,"[111.581089, 21.74524]"
广东省,2011,阳江市,市辖区,1,广东省阳江市市辖区,"[111.581089, 21.74524]"
广东省,2011,阳江市,江城区,1,广东省阳江市江城区,"[111.581089, 21.74524]"
广东省,2011,阳江市,阳东县,2,广东省阳江市阳东县,"[112.0561249, 22.0203937]"
广东省,2011,阳江市,阳春市,6,广东省阳江市阳春市,"[111.709110989, 22.2659692]"
广东省,2011,阳江市,阳西县,2,广东省阳江市阳西县,"[111.581089, 21.74524]"
广东省,2011,阳江市,高新技术产业开发区,1,广东省阳江市高新技术产业开发区,"[111.581089, 21.74524]"
广东省,2012,阳江市,市辖区,28,广东省阳江市市辖区,"[111.581089, 21.74524]"
广东省,2012,阳江市,江城区,216,广东省阳江市江城区,"[111.581089, 21.74524]"
广东省,2012,阳江市,阳东县,113,广东省阳江市阳东县,"[112.0561249, 22.0203937]"
广东省,2012,阳江市,阳春市,230,广东省阳江市阳春市,"[111.709110989, 22.2659692]"
广东省,2012,阳江市,阳西县,18,广东省阳江市阳西县,"[111.581089, 21.74524]"
广东省,2012,阳江市,高新技术产业开发区,1,广东省阳江市高新技术产业开发区,"[111.581089, 21.74524]"
广东省,2013,阳江市,,1,广东省阳江市,"[111.724952777, 22.09432115]"
广东省,2013,阳江市,市辖区,728,广东省阳江市市辖区,"[111.724952777, 22.09432115]"
广东省,2013,阳江市,江城区,1275,广东省阳江市江城区,"[111.724952777, 22.09432115]"
广东省,2013,阳江市,海陵岛经济开发试验区,5,广东省阳江市海陵岛经济开发试验区,"[111.724952777, 22.09432115]"
广东省,2013,阳江市,阳东县,1486,广东省阳江市阳东县,"[112.0561249, 22.0203937]"
广东省,2013,阳江市,阳春市,4316,广东省阳江市阳春市,"[111.709110989, 22.2659692]"
广东省,2013,阳江市,阳西县,1114,广东省阳江市阳西县,"[111.581089, 21.74524]"
广东省,2013,阳江市,高新技术产业开发区,118,广东省阳江市高新技术产业开发区,"[111.581089, 21.74524]"
广东省,2014,阳江市,市辖区,617,广东省阳江市市辖区,"[111.581089, 21.74524]"
广东省,2014,阳江市,江城区,584,广东省阳江市江城区,"[111.581089, 21.74524]"
广东省,2014,阳江市,海陵岛经济开发试验区,3,广东省阳江市海陵岛经济开发试验区,"[111.581089, 21.74524]"
广东省,2014,阳江市,阳东县,471,广东省阳江市阳东县,"[112.0561249, 22.0203937]"
广东省,2014,阳江市,阳春市,4279,广东省阳江市阳春市,"[111.709110989, 22.2659692]"
广东省,2014,阳江市,阳西县,732,广东省阳江市阳西县,"[111.581089, 21.74524]"
广东省,2014,阳江市,高新技术产业开发区,49,广东省阳江市高新技术产业开发区,"[111.581089, 21.74524]"
广东省,2015,阳江市,市辖区,269,广东省阳江市市辖区,"[111.581089, 21.74524]"
广东省,2015,阳江市,江城区,703,广东省阳江市江城区,"[111.581089, 21.74524]"
广东省,2015,阳江市,海陵岛经济开发试验区,37,广东省阳江市海陵岛经济开发试验区,"[111.581089, 21.74524]"
广东省,2015,阳江市,阳东县,878,广东省阳江市阳东县,"[112.0561249, 22.0203937]"
广东省,2015,阳江市,阳春市,4550,广东省阳江市阳春市,"[111.709110989, 22.2659692]"
广东省,2015,阳江市,阳西县,805,广东省阳江市阳西县,"[111.581089, 21.74524]"
广东省,2015,阳江市,高新技术产业开发区,32,广东省阳江市高新技术产业开发区,"[111.581089, 21.74524]"
广东省,2016,阳江市,市辖区,113,广东省阳江市市辖区,"[111.581089, 21.74524]"
广东省,2016,阳江市,江城区,589,广东省阳江市江城区,"[111.581089, 21.74524]"
广东省,2016,阳江市,海陵岛经济开发试验区,27,广东省阳江市海陵岛经济开发试验区,"[111.581089, 21.74524]"
广东省,2016,阳江市,阳东县,592,广东省阳江市阳东县,"[112.0561249, 22.0203937]"
广东省,2016,阳江市,阳春市,3656,广东省阳江市阳春市,"[111.709110989, 22.2659692]"
广东省,2016,阳江市,阳西县,709,广东省阳江市阳西县,"[111.581089, 21.74524]"
广东省,2016,阳江市,高新技术产业开发区,63,广东省阳江市高新技术产业开发区,"[111.581089, 21.74524]"
广东省,2010,新丰,,2,广东省新丰,"[115.167647, 23.093185]"
广东省,2010,南海,,6,广东省南海,"[110.395811729, 21.2050206]"
广东省,2010,南海区,,6,广东省南海区,"[112.982365243, 23.0607812]"
广东省,2010,云浮,,6,广东省云浮,"[111.8061758, 22.8715833]"
广东省,2010,云浮市,云城区,3,广东省云浮市云城区,"[111.8061758, 22.8715833]"
广东省,2010,云浮市,云安县,2,广东省云浮市云安县,"[111.8061758, 22.8715833]"
广东省,2010,云浮市,新兴县,3,广东省云浮市新兴县,"[111.8061758, 22.8715833]"
